Incident Number,Status,DateTime,Priority,Weight,Owner
2685,Resolved,01/01/2023 22:00:45,2,5,ACN
2685,Resolved,24/02/2023 18:25:40,2,5,ACN
2685,Resolved,06/02/2023 15:58:42,2,5,ACN
2685,Resolved,13/12/2022 07:15:19,2,5,ACN
2685,Resolved,22/02/2023 22:53:41,2,5,ACN
2685,Resolved,02/12/2022 15:05:13,2,5,ACN
2685,Resolved,30/12/2022 23:15:52,2,5,ACN
2685,Resolved,29/12/2022 10:18:17,2,5,ACN
2685,Resolved,22/01/2023 09:52:56,2,5,ACN
2685,Resolved,01/01/2023 23:12:29,2,5,ACN
2685,Closed,18/12/2022 16:50:50,2,5,ACN
2686,New,06/01/2023 07:20:25,4,2,DT
2686,In-progress,09/12/2022 11:31:41,4,2,DT
2686,In-progress,16/12/2022 06:46:52,4,2,ACN
2686,Resolved,20/02/2023 01:08:19,4,2,ACN
2686,Resolved,03/02/2023 23:30:26,4,2,ACN
2686,Resolved,19/01/2023 17:36:42,4,2,ACN
2686,Resolved,29/01/2023 19:57:28,4,2,ACN
2686,Resolved,23/02/2023 16:29:01,4,2,ACN
2686,Resolved,27/01/2023 11:20:00,4,2,ACN
2686,Closed,10/02/2023 19:12:37,4,2,ACN
2687,New,11/12/2022 18:59:44,5,1,DT
2687,In-progress,15/02/2023 22:46:23,5,1,DT
2687,In-progress,08/12/2022 11:33:52,5,1,ACN
2687,Resolved,28/01/2023 19:29:20,5,1,ACN
2687,Resolved,25/02/2023 23:32:52,5,1,ACN
2687,Resolved,10/02/2023 07:35:35,5,1,ACN
2687,Resolved,19/02/2023 10:15:41,5,1,ACN
2687,Resolved,18/01/2023 13:00:29,5,1,ACN
2687,Resolved,21/01/2023 16:26:09,5,1,ACN
2687,Resolved,10/12/2022 18:43:28,5,1,ACN
2687,Resolved,10/02/2023 17:04:47,5,1,ACN
2687,Resolved,21/01/2023 05:03:44,5,1,ACN
2687,Resolved,20/01/2023 03:52:39,5,1,ACN
2687,Resolved,21/01/2023 16:56:47,5,1,ACN
2687,Resolved,15/02/2023 01:47:15,5,1,ACN
2688,New,03/02/2023 02:09:51,3,3,DT
2688,In-progress,13/12/2022 08:38:33,3,3,DT
2688,In-progress,07/02/2023 11:13:32,3,3,ACN
2688,Resolved,04/01/2023 21:09:15,3,3,ACN
2688,Resolved,27/01/2023 13:25:57,3,3,ACN
2688,Resolved,18/02/2023 06:02:13,3,3,ACN
2688,Resolved,07/12/2022 13:58:22,3,3,ACN
2688,Resolved,23/12/2022 13:50:39,3,3,ACN
2688,Resolved,06/01/2023 12:00:37,3,3,ACN
2688,Resolved,08/01/2023 00:39:18,3,3,ACN
2688,Resolved,26/02/2023 15:25:41,3,3,ACN
2688,Resolved,14/12/2022 03:47:57,3,3,ACN
2688,Resolved,03/12/2022 20:54:26,3,3,ACN
2688,Resolved,11/01/2023 20:40:37,3,3,ACN
2688,Resolved,16/12/2022 18:47:32,3,3,ACN
2688,Resolved,29/12/2022 14:31:36,3,3,ACN
2688,Resolved,12/02/2023 00:22:46,3,3,ACN
2688,Resolved,27/02/2023 03:10:22,3,3,ACN
2688,Resolved,05/12/2022 08:38:37,3,3,ACN
2688,Resolved,06/02/2023 14:11:54,3,3,ACN
2688,Resolved,02/01/2023 00:38:59,3,3,ACN
2688,Resolved,16/12/2022 20:02:02,3,3,ACN
2688,Resolved,26/12/2022 11:30:38,3,3,ACN
2689,New,21/02/2023 11:59:55,2,5,DT
2689,In-progress,31/12/2022 06:42:31,2,5,DT
2689,In-progress,04/01/2023 21:49:57,2,5,ACN
2689,Resolved,15/12/2022 01:15:39,2,5,ACN
2689,Closed,13/01/2023 17:05:42,2,5,ACN
2690,New,15/12/2022 14:14:20,2,5,DT
2690,In-progress,24/12/2022 23:05:20,2,5,DT
2690,In-progress,14/12/2022 12:28:02,2,5,ACN
2690,Resolved,25/01/2023 06:51:56,2,5,ACN
2690,Resolved,30/01/2023 01:51:15,2,5,ACN
2690,Resolved,25/02/2023 03:42:35,2,5,ACN
2690,Resolved,08/12/2022 00:36:58,2,5,ACN
2690,Resolved,24/12/2022 07:51:29,2,5,ACN
2690,Resolved,02/02/2023 04:12:11,2,5,ACN
2690,Resolved,12/01/2023 23:23:04,2,5,ACN
2690,Resolved,01/02/2023 01:11:27,2,5,ACN
2690,Resolved,09/12/2022 06:23:28,2,5,ACN
2690,Resolved,28/12/2022 15:24:44,2,5,ACN
2690,Resolved,22/12/2022 00:45:48,2,5,ACN
2690,Closed,21/01/2023 21:11:42,2,5,ACN
2691,New,03/02/2023 21:21:46,4,2,DT
2691,In-progress,24/01/2023 02:34:32,4,2,DT
2691,In-progress,13/01/2023 08:45:34,4,2,ACN
2691,Resolved,10/12/2022 17:05:42,4,2,ACN
2691,Resolved,20/02/2023 08:54:32,4,2,ACN
2691,Resolved,26/02/2023 11:19:52,4,2,ACN
2691,Resolved,09/02/2023 14:26:46,4,2,ACN
2691,Resolved,02/01/2023 10:33:37,4,2,ACN
2691,Resolved,29/12/2022 21:47:28,4,2,ACN
2691,Resolved,21/12/2022 16:18:31,4,2,ACN
2691,Resolved,10/02/2023 10:59:59,4,2,ACN
2691,Resolved,10/01/2023 23:25:11,4,2,ACN
2691,Resolved,07/02/2023 18:55:43,4,2,ACN
2691,Resolved,20/12/2022 07:09:44,4,2,ACN
2691,Resolved,20/01/2023 08:56:32,4,2,ACN
2692,New,15/02/2023 14:49:07,2,5,DT
2692,In-progress,30/01/2023 01:01:35,2,5,DT
2692,In-progress,12/12/2022 13:18:22,2,5,ACN
2692,Resolved,02/12/2022 12:57:02,2,5,ACN
2692,Resolved,23/01/2023 13:17:30,2,5,ACN
2692,Closed,20/02/2023 22:05:00,2,5,ACN
2693,New,27/12/2022 16:49:56,4,2,DT
2693,In-progress,16/01/2023 21:18:52,4,2,DT
2693,In-progress,05/12/2022 04:42:28,4,2,ACN
2693,Resolved,01/01/2023 22:45:02,4,2,ACN
2693,Resolved,20/12/2022 08:16:56,4,2,ACN
2693,Resolved,13/02/2023 00:04:13,4,2,ACN
2693,Resolved,06/01/2023 23:07:40,4,2,ACN
2693,Resolved,07/12/2022 20:01:22,4,2,ACN
2693,Closed,25/01/2023 20:07:09,4,2,ACN
2694,New,26/01/2023 03:08:34,2,5,DT
2694,In-progress,06/12/2022 00:03:22,2,5,DT
2694,In-progress,08/12/2022 16:38:25,2,5,ACN
2694,Resolved,11/12/2022 18:23:17,2,5,ACN
2694,Resolved,13/01/2023 10:37:46,2,5,ACN
2694,Resolved,26/12/2022 05:53:11,2,5,ACN
2694,Resolved,01/12/2022 12:13:55,2,5,ACN
2694,Resolved,09/12/2022 19:52:49,2,5,ACN
2694,Resolved,11/01/2023 09:28:47,2,5,ACN
2694,Resolved,01/01/2023 07:49:09,2,5,ACN
2695,New,19/02/2023 13:57:28,1,8,DT
2695,In-progress,06/02/2023 12:39:24,1,8,DT
2695,In-progress,02/12/2022 17:41:31,1,8,ACN
2695,Resolved,06/01/2023 20:43:43,1,8,ACN
2695,Resolved,18/01/2023 13:42:33,1,8,ACN
2695,Resolved,27/01/2023 18:50:12,1,8,ACN
2695,Closed,17/01/2023 07:40:30,1,8,ACN
2696,New,06/02/2023 21:18:48,3,3,DT
2696,In-progress,16/01/2023 19:10:31,3,3,DT
2696,In-progress,19/02/2023 22:54:00,3,3,ACN
2696,Resolved,17/01/2023 06:12:51,3,3,ACN
2696,Resolved,08/01/2023 20:17:37,3,3,ACN
2696,Resolved,31/12/2022 19:10:46,3,3,ACN
2696,Resolved,26/01/2023 07:05:17,3,3,ACN
2696,Resolved,10/12/2022 05:32:43,3,3,ACN
2696,Resolved,20/02/2023 14:36:36,3,3,ACN
2696,Resolved,19/12/2022 07:10:04,3,3,ACN
2696,Resolved,20/01/2023 07:36:31,3,3,ACN
2696,Resolved,23/12/2022 22:26:34,3,3,ACN
2696,Resolved,06/01/2023 01:59:56,3,3,ACN
2696,Resolved,22/12/2022 22:15:14,3,3,ACN
2696,Resolved,20/02/2023 02:06:53,3,3,ACN
2696,Resolved,07/01/2023 03:00:15,3,3,ACN
2696,Resolved,05/01/2023 16:58:45,3,3,ACN
2696,Resolved,11/01/2023 12:52:49,3,3,ACN
2696,Resolved,04/02/2023 10:50:01,3,3,ACN
2696,Closed,01/02/2023 22:27:56,3,3,ACN
2697,New,10/01/2023 22:44:34,3,3,DT
2697,In-progress,08/12/2022 22:57:19,3,3,DT
2697,In-progress,22/01/2023 04:00:49,3,3,ACN
2697,Resolved,01/01/2023 20:10:49,3,3,ACN
2697,Resolved,19/02/2023 00:12:35,3,3,ACN
2697,Resolved,19/12/2022 13:55:06,3,3,ACN
2697,Resolved,08/12/2022 09:55:55,3,3,ACN
2697,Resolved,15/02/2023 10:15:12,3,3,ACN
2697,Resolved,20/02/2023 18:44:50,3,3,ACN
2697,Resolved,19/01/2023 19:09:53,3,3,ACN
2697,Resolved,07/12/2022 11:12:44,3,3,ACN
2697,Resolved,28/01/2023 00:01:26,3,3,ACN
2697,Resolved,08/01/2023 12:30:36,3,3,ACN
2697,Resolved,01/01/2023 13:06:12,3,3,ACN
2698,New,13/02/2023 11:13:44,5,1,DT
2698,In-progress,17/01/2023 02:46:25,5,1,DT
2698,In-progress,02/01/2023 09:04:34,5,1,ACN
2698,Resolved,05/12/2022 11:52:37,5,1,ACN
2698,Resolved,03/01/2023 07:23:25,5,1,ACN
2698,Resolved,19/12/2022 15:13:36,5,1,ACN
2698,Resolved,13/01/2023 03:00:29,5,1,ACN
2698,Resolved,25/01/2023 09:53:33,5,1,ACN
2698,Resolved,03/01/2023 03:45:37,5,1,ACN
2698,Resolved,24/01/2023 15:02:47,5,1,ACN
2698,Resolved,18/12/2022 05:09:26,5,1,ACN
2698,Resolved,09/02/2023 13:16:03,5,1,ACN
2698,Resolved,27/01/2023 11:39:50,5,1,ACN
2698,Resolved,01/01/2023 04:40:23,5,1,ACN
2699,New,27/02/2023 18:55:43,3,3,DT
2699,In-progress,06/01/2023 15:14:07,3,3,DT
2699,In-progress,21/12/2022 00:04:18,3,3,ACN
2699,Resolved,17/12/2022 20:17:45,3,3,ACN
2699,Resolved,20/01/2023 19:47:58,3,3,ACN
2699,Resolved,17/02/2023 23:28:43,3,3,ACN
2699,Resolved,23/02/2023 22:21:31,3,3,ACN
2699,Resolved,25/01/2023 21:28:26,3,3,ACN
2699,Resolved,07/02/2023 04:11:29,3,3,ACN
2699,Resolved,03/02/2023 14:39:07,3,3,ACN
2699,Resolved,14/12/2022 00:18:01,3,3,ACN
2699,Resolved,27/01/2023 18:35:33,3,3,ACN
2699,Resolved,31/12/2022 18:37:42,3,3,ACN
2699,Resolved,29/01/2023 08:03:45,3,3,ACN
2699,Resolved,03/02/2023 07:20:47,3,3,ACN
2699,Resolved,06/01/2023 14:13:01,3,3,ACN
2699,Resolved,18/12/2022 12:34:08,3,3,ACN
2699,Resolved,05/01/2023 09:38:23,3,3,ACN
2699,Resolved,09/01/2023 12:55:39,3,3,ACN
2699,Resolved,31/12/2022 06:01:32,3,3,ACN
2699,Resolved,24/02/2023 18:16:08,3,3,ACN
2699,Closed,30/01/2023 12:05:50,3,3,ACN
2700,New,26/01/2023 10:10:17,1,8,DT
2700,In-progress,16/02/2023 15:50:14,1,8,DT
2700,In-progress,29/01/2023 11:21:59,1,8,ACN
2700,Resolved,19/01/2023 09:49:45,1,8,ACN
2700,Resolved,14/12/2022 11:53:06,1,8,ACN
2700,Resolved,21/01/2023 09:38:10,1,8,ACN
2700,Resolved,13/02/2023 12:32:45,1,8,ACN
2700,Resolved,08/12/2022 12:33:03,1,8,ACN
2700,Resolved,27/12/2022 17:19:30,1,8,ACN
2700,Resolved,09/01/2023 00:29:34,1,8,ACN
2700,Resolved,03/02/2023 21:24:47,1,8,ACN
2700,Resolved,19/02/2023 21:28:19,1,8,ACN
2700,Resolved,03/12/2022 03:09:23,1,8,ACN
2700,Resolved,09/12/2022 16:44:57,1,8,ACN
2700,Resolved,05/02/2023 19:26:27,1,8,ACN
2700,Resolved,17/01/2023 20:34:45,1,8,ACN
2700,Resolved,23/01/2023 06:55:35,1,8,ACN
2700,Resolved,11/02/2023 19:09:09,1,8,ACN
2700,Resolved,02/02/2023 10:40:55,1,8,ACN
2700,Resolved,06/02/2023 23:13:07,1,8,ACN
2700,Resolved,08/02/2023 15:23:55,1,8,ACN
2700,Closed,08/02/2023 03:56:18,1,8,ACN
2701,New,27/12/2022 01:14:54,2,5,DT
2701,In-progress,04/02/2023 22:09:37,2,5,DT
2701,In-progress,28/01/2023 18:10:51,2,5,ACN
2701,Resolved,10/12/2022 16:49:43,2,5,ACN
2701,Resolved,28/01/2023 03:25:20,2,5,ACN
2701,Resolved,23/01/2023 06:52:23,2,5,ACN
2701,Resolved,01/02/2023 03:20:48,2,5,ACN
2701,Resolved,14/12/2022 03:29:42,2,5,ACN
2701,Resolved,02/01/2023 00:50:45,2,5,ACN
2701,Resolved,20/01/2023 13:49:28,2,5,ACN
2701,Resolved,05/02/2023 06:34:41,2,5,ACN
2701,Resolved,28/12/2022 07:07:00,2,5,ACN
2702,New,15/02/2023 02:42:46,3,3,DT
2702,In-progress,15/02/2023 09:38:21,3,3,DT
2702,In-progress,02/01/2023 08:00:31,3,3,ACN
2702,Resolved,31/01/2023 09:03:34,3,3,ACN
2702,Resolved,07/02/2023 18:30:13,3,3,ACN
2702,Resolved,14/01/2023 02:25:14,3,3,ACN
2702,Resolved,02/12/2022 00:36:27,3,3,ACN
2702,Resolved,16/02/2023 08:46:00,3,3,ACN
2702,Resolved,01/01/2023 13:25:13,3,3,ACN
2702,Resolved,07/02/2023 15:26:41,3,3,ACN
2702,Resolved,12/02/2023 03:47:40,3,3,ACN
2702,Resolved,09/01/2023 14:46:32,3,3,ACN
2702,Resolved,15/01/2023 01:58:29,3,3,ACN
2702,Resolved,23/12/2022 07:08:53,3,3,ACN
2702,Resolved,17/01/2023 23:18:32,3,3,ACN
2702,Resolved,27/01/2023 12:40:23,3,3,ACN
2702,Resolved,18/02/2023 02:42:33,3,3,ACN
2702,Resolved,26/12/2022 23:28:05,3,3,ACN
2702,Resolved,28/01/2023 06:16:54,3,3,ACN
2702,Resolved,16/01/2023 18:08:14,3,3,ACN
2702,Resolved,11/02/2023 05:30:42,3,3,ACN
2702,Resolved,15/12/2022 21:29:34,3,3,ACN
2702,Resolved,25/01/2023 12:36:01,3,3,ACN
2703,New,17/02/2023 08:15:43,5,1,DT
2703,In-progress,17/02/2023 12:11:38,5,1,DT
2703,In-progress,16/02/2023 14:57:17,5,1,ACN
2703,Resolved,07/12/2022 22:51:13,5,1,ACN
2703,Resolved,12/12/2022 14:16:42,5,1,ACN
2703,Resolved,02/12/2022 16:57:41,5,1,ACN
2703,Resolved,06/02/2023 09:31:00,5,1,ACN
2703,Resolved,18/02/2023 08:01:31,5,1,ACN
2703,Resolved,22/02/2023 03:22:08,5,1,ACN
2703,Resolved,03/12/2022 21:48:45,5,1,ACN
2703,Resolved,09/02/2023 00:58:00,5,1,ACN
2703,Resolved,27/01/2023 05:52:16,5,1,ACN
2703,Resolved,29/12/2022 08:27:56,5,1,ACN
2703,Resolved,24/02/2023 00:13:28,5,1,ACN
2703,Resolved,08/01/2023 21:30:33,5,1,ACN
2703,Resolved,14/12/2022 20:22:04,5,1,ACN
2704,New,01/02/2023 06:58:02,3,3,DT
2704,In-progress,13/02/2023 17:41:40,3,3,DT
2704,In-progress,25/01/2023 22:50:51,3,3,ACN
2704,Resolved,04/12/2022 23:56:54,3,3,ACN
2704,Resolved,08/12/2022 13:07:38,3,3,ACN
2704,Resolved,21/01/2023 09:48:49,3,3,ACN
2704,Resolved,10/12/2022 08:09:28,3,3,ACN
2704,Resolved,02/01/2023 04:35:16,3,3,ACN
2704,Resolved,24/12/2022 20:47:03,3,3,ACN
2704,Resolved,18/01/2023 18:45:11,3,3,ACN
2704,Resolved,01/01/2023 15:41:44,3,3,ACN
2704,Resolved,25/01/2023 10:35:47,3,3,ACN
2704,Resolved,07/02/2023 02:25:16,3,3,ACN
2704,Resolved,04/02/2023 13:53:54,3,3,ACN
2704,Resolved,16/12/2022 23:05:52,3,3,ACN
2704,Resolved,02/12/2022 15:24:35,3,3,ACN
2705,New,12/01/2023 19:19:51,5,1,DT
2705,In-progress,20/01/2023 11:36:03,5,1,DT
2705,In-progress,25/12/2022 21:01:58,5,1,ACN
2705,Resolved,05/12/2022 04:22:00,5,1,ACN
2705,Resolved,04/02/2023 00:35:42,5,1,ACN
2705,Resolved,06/02/2023 19:36:14,5,1,ACN
2705,Resolved,08/01/2023 19:10:17,5,1,ACN
2705,Resolved,28/01/2023 22:30:38,5,1,ACN
2705,Resolved,23/02/2023 14:22:04,5,1,ACN
2705,Resolved,19/12/2022 12:54:01,5,1,ACN
2705,Resolved,24/02/2023 04:44:38,5,1,ACN
2705,Resolved,15/02/2023 15:15:41,5,1,ACN
2705,Resolved,18/02/2023 16:37:17,5,1,ACN
2705,Resolved,16/02/2023 10:18:31,5,1,ACN
2705,Resolved,31/01/2023 00:50:14,5,1,ACN
2705,Resolved,10/12/2022 11:32:34,5,1,ACN
2705,Resolved,19/12/2022 04:26:48,5,1,ACN
2705,Resolved,24/02/2023 04:11:52,5,1,ACN
2705,Resolved,04/12/2022 06:54:40,5,1,ACN
2706,New,10/01/2023 00:35:58,5,1,DT
2706,In-progress,30/01/2023 10:54:56,5,1,DT
2706,In-progress,20/12/2022 07:54:39,5,1,ACN
2706,Resolved,23/12/2022 13:51:16,5,1,ACN
2706,Resolved,09/01/2023 18:23:24,5,1,ACN
2706,Resolved,23/12/2022 03:34:21,5,1,ACN
2706,Resolved,24/12/2022 14:38:41,5,1,ACN
2706,Resolved,14/02/2023 21:05:57,5,1,ACN
2706,Resolved,19/12/2022 17:44:33,5,1,ACN
2706,Resolved,19/12/2022 23:45:10,5,1,ACN
2706,Resolved,28/01/2023 09:31:33,5,1,ACN
2706,Resolved,07/02/2023 22:19:57,5,1,ACN
2706,Resolved,21/12/2022 10:16:24,5,1,ACN
2706,Resolved,13/02/2023 01:35:54,5,1,ACN
2706,Resolved,03/12/2022 12:00:34,5,1,ACN
2706,Resolved,04/02/2023 16:37:32,5,1,ACN
2706,Resolved,23/01/2023 17:59:17,5,1,ACN
2706,Closed,08/02/2023 14:05:49,5,1,ACN
2707,New,13/02/2023 09:03:26,5,1,DT
2707,In-progress,28/01/2023 22:23:05,5,1,DT
2707,In-progress,01/01/2023 01:54:27,5,1,ACN
2707,Resolved,05/01/2023 04:59:35,5,1,ACN
2707,Resolved,15/12/2022 04:48:34,5,1,ACN
2707,Resolved,03/01/2023 16:07:54,5,1,ACN
2707,Resolved,20/01/2023 21:02:09,5,1,ACN
2707,Resolved,02/01/2023 23:11:24,5,1,ACN
2707,Resolved,11/02/2023 04:26:31,5,1,ACN
2707,Resolved,01/01/2023 14:39:15,5,1,ACN
2707,Resolved,21/01/2023 03:42:44,5,1,ACN
2707,Resolved,06/02/2023 18:42:01,5,1,ACN
2707,Resolved,21/02/2023 10:05:20,5,1,ACN
2707,Resolved,31/01/2023 09:01:48,5,1,ACN
2707,Resolved,06/12/2022 12:59:57,5,1,ACN
2707,Resolved,24/02/2023 17:59:25,5,1,ACN
2707,Resolved,14/01/2023 22:02:43,5,1,ACN
2707,Resolved,23/01/2023 22:00:55,5,1,ACN
2707,Resolved,18/01/2023 17:19:51,5,1,ACN
2707,Resolved,27/02/2023 07:50:45,5,1,ACN
2707,Resolved,23/12/2022 17:36:50,5,1,ACN
2707,Resolved,29/12/2022 00:19:00,5,1,ACN
2707,Resolved,28/12/2022 10:50:03,5,1,ACN
2707,Closed,31/12/2022 20:01:57,5,1,ACN
2708,New,08/12/2022 17:47:15,5,1,DT
2708,In-progress,06/02/2023 14:29:33,5,1,DT
2708,In-progress,19/12/2022 09:32:43,5,1,ACN
2708,Resolved,15/12/2022 10:33:00,5,1,ACN
2708,Resolved,03/02/2023 02:20:58,5,1,ACN
2708,Resolved,07/02/2023 06:59:13,5,1,ACN
2708,Resolved,21/02/2023 06:45:48,5,1,ACN
2708,Closed,04/02/2023 05:48:51,5,1,ACN
2709,New,10/01/2023 22:55:08,1,8,DT
2709,In-progress,23/12/2022 12:23:34,1,8,DT
2709,In-progress,06/12/2022 05:50:12,1,8,ACN
2709,Resolved,15/02/2023 11:11:08,1,8,ACN
2709,Resolved,12/01/2023 03:15:53,1,8,ACN
2709,Resolved,01/02/2023 01:07:16,1,8,ACN
2709,Resolved,15/02/2023 09:01:14,1,8,ACN
2709,Resolved,01/01/2023 18:19:50,1,8,ACN
2709,Resolved,27/12/2022 20:50:05,1,8,ACN
2709,Resolved,29/12/2022 07:49:47,1,8,ACN
2709,Resolved,03/01/2023 14:28:42,1,8,ACN
2709,Resolved,08/01/2023 14:51:34,1,8,ACN
2709,Resolved,17/01/2023 04:03:57,1,8,ACN
2709,Resolved,06/01/2023 22:14:25,1,8,ACN
2709,Resolved,15/01/2023 20:17:48,1,8,ACN
2709,Resolved,17/02/2023 22:21:35,1,8,ACN
2709,Resolved,13/02/2023 21:36:05,1,8,ACN
2709,Resolved,05/01/2023 18:19:40,1,8,ACN
2709,Resolved,16/01/2023 00:41:49,1,8,ACN
2709,Resolved,14/02/2023 20:38:35,1,8,ACN
2709,Resolved,04/01/2023 04:52:00,1,8,ACN
2709,Resolved,07/01/2023 10:49:06,1,8,ACN
2709,Closed,01/01/2023 23:17:32,1,8,ACN
2710,New,17/01/2023 21:42:39,3,3,DT
2710,In-progress,14/01/2023 17:58:50,3,3,DT
2710,In-progress,16/02/2023 05:01:07,3,3,ACN
2710,Resolved,09/01/2023 01:31:02,3,3,ACN
2711,New,04/02/2023 20:17:54,2,5,DT
2711,In-progress,24/02/2023 00:21:11,2,5,DT
2711,In-progress,28/01/2023 09:45:53,2,5,ACN
2711,Resolved,27/02/2023 21:05:59,2,5,ACN
2711,Resolved,28/01/2023 19:40:19,2,5,ACN
2711,Resolved,24/01/2023 09:16:47,2,5,ACN
2711,Resolved,19/02/2023 10:47:16,2,5,ACN
2711,Resolved,03/01/2023 17:26:49,2,5,ACN
2711,Resolved,16/01/2023 04:55:50,2,5,ACN
2711,Resolved,20/02/2023 00:01:34,2,5,ACN
2711,Resolved,03/02/2023 20:21:54,2,5,ACN
2711,Resolved,01/02/2023 20:44:02,2,5,ACN
2711,Resolved,04/02/2023 19:06:21,2,5,ACN
2711,Resolved,26/02/2023 04:12:56,2,5,ACN
2711,Closed,07/02/2023 03:13:28,2,5,ACN
2712,New,31/01/2023 08:29:05,4,2,DT
2712,In-progress,13/02/2023 16:57:33,4,2,DT
2712,In-progress,05/01/2023 05:03:25,4,2,ACN
2712,Resolved,03/02/2023 16:33:59,4,2,ACN
2712,Resolved,13/02/2023 06:29:03,4,2,ACN
2712,Resolved,24/12/2022 06:22:59,4,2,ACN
2712,Resolved,10/02/2023 18:57:12,4,2,ACN
2712,Resolved,12/12/2022 07:43:38,4,2,ACN
2712,Resolved,03/01/2023 18:10:08,4,2,ACN
2712,Resolved,26/12/2022 20:37:22,4,2,ACN
2712,Resolved,14/12/2022 03:42:44,4,2,ACN
2712,Resolved,20/01/2023 20:53:01,4,2,ACN
2712,Resolved,21/02/2023 10:05:57,4,2,ACN
2712,Resolved,14/12/2022 10:15:51,4,2,ACN
2712,Resolved,22/02/2023 09:45:26,4,2,ACN
2712,Resolved,03/02/2023 14:04:42,4,2,ACN
2712,Resolved,06/12/2022 04:10:13,4,2,ACN
2712,Resolved,13/12/2022 18:24:05,4,2,ACN
2712,Resolved,21/01/2023 03:52:18,4,2,ACN
2712,Resolved,23/01/2023 14:41:58,4,2,ACN
2712,Resolved,27/02/2023 04:08:23,4,2,ACN
2712,Closed,31/01/2023 22:23:35,4,2,ACN
2713,New,21/02/2023 09:26:20,5,1,DT
2713,In-progress,13/01/2023 22:04:58,5,1,DT
2713,In-progress,14/02/2023 03:17:12,5,1,ACN
2713,Resolved,06/12/2022 22:40:39,5,1,ACN
2713,Resolved,02/01/2023 12:33:01,5,1,ACN
2713,Resolved,20/02/2023 23:44:46,5,1,ACN
2713,Resolved,08/01/2023 11:54:24,5,1,ACN
2713,Resolved,13/12/2022 17:07:03,5,1,ACN
2713,Resolved,10/02/2023 17:00:18,5,1,ACN
2713,Resolved,15/02/2023 14:57:38,5,1,ACN
2713,Resolved,27/02/2023 18:45:10,5,1,ACN
2713,Resolved,22/12/2022 09:17:23,5,1,ACN
2713,Resolved,14/01/2023 22:44:13,5,1,ACN
2713,Resolved,17/12/2022 07:41:27,5,1,ACN
2713,Resolved,16/01/2023 13:57:19,5,1,ACN
2713,Resolved,09/02/2023 18:24:33,5,1,ACN
2713,Resolved,13/12/2022 13:35:52,5,1,ACN
2713,Resolved,30/01/2023 09:03:47,5,1,ACN
2713,Resolved,28/12/2022 06:17:41,5,1,ACN
2713,Resolved,19/01/2023 20:31:38,5,1,ACN
2714,New,14/02/2023 13:14:28,2,5,DT
2714,In-progress,13/12/2022 10:20:51,2,5,DT
2714,In-progress,15/02/2023 10:53:18,2,5,ACN
2714,Resolved,06/01/2023 13:35:54,2,5,ACN
2714,Resolved,13/02/2023 04:51:44,2,5,ACN
2714,Resolved,15/01/2023 02:44:02,2,5,ACN
2714,Resolved,30/01/2023 21:47:06,2,5,ACN
2714,Resolved,14/01/2023 15:10:43,2,5,ACN
2714,Resolved,04/01/2023 12:00:38,2,5,ACN
2714,Resolved,17/01/2023 02:39:13,2,5,ACN
2714,Resolved,01/12/2022 23:18:08,2,5,ACN
2714,Resolved,24/12/2022 18:26:30,2,5,ACN
2714,Resolved,05/12/2022 03:56:56,2,5,ACN
2714,Resolved,02/02/2023 13:20:00,2,5,ACN
2714,Resolved,02/02/2023 15:20:45,2,5,ACN
2714,Resolved,21/02/2023 15:36:05,2,5,ACN
2714,Resolved,05/12/2022 16:38:57,2,5,ACN
2714,Resolved,04/02/2023 06:30:51,2,5,ACN
2714,Resolved,27/12/2022 07:39:43,2,5,ACN
2714,Resolved,11/01/2023 06:57:03,2,5,ACN
2714,Resolved,16/12/2022 09:30:54,2,5,ACN
2715,New,13/02/2023 10:22:45,1,8,DT
2715,In-progress,17/02/2023 02:50:11,1,8,DT
2715,In-progress,07/01/2023 03:57:03,1,8,ACN
2715,Resolved,28/01/2023 03:32:20,1,8,ACN
2715,Resolved,18/01/2023 09:16:30,1,8,ACN
2715,Resolved,14/01/2023 19:36:52,1,8,ACN
2715,Resolved,25/01/2023 08:45:44,1,8,ACN
2715,Resolved,15/12/2022 07:05:57,1,8,ACN
2715,Resolved,02/01/2023 17:20:41,1,8,ACN
2715,Resolved,08/01/2023 18:19:32,1,8,ACN
2715,Resolved,17/12/2022 00:34:13,1,8,ACN
2715,Resolved,15/12/2022 01:55:05,1,8,ACN
2715,Resolved,01/01/2023 01:08:03,1,8,ACN
2715,Resolved,22/12/2022 07:39:07,1,8,ACN
2715,Resolved,08/12/2022 06:04:32,1,8,ACN
2716,New,18/12/2022 03:24:10,5,1,DT
2716,In-progress,25/02/2023 13:44:58,5,1,DT
2716,In-progress,12/01/2023 20:55:24,5,1,ACN
2716,Resolved,17/12/2022 23:11:30,5,1,ACN
2716,Resolved,04/01/2023 05:58:00,5,1,ACN
2716,Resolved,24/12/2022 16:56:02,5,1,ACN
2716,Resolved,01/12/2022 05:44:26,5,1,ACN
2716,Resolved,21/01/2023 01:04:27,5,1,ACN
2716,Resolved,06/02/2023 08:21:18,5,1,ACN
2716,Resolved,06/12/2022 04:53:49,5,1,ACN
2716,Resolved,03/02/2023 02:32:59,5,1,ACN
2716,Resolved,13/01/2023 09:30:56,5,1,ACN
2716,Resolved,17/01/2023 07:42:42,5,1,ACN
