Incident Number,Status,DateTime,Priority,Weight,Owner
2608,New,22/02/2023 05:27:59,2,1,DT
2608,In-progress,22/02/2023 09:27:59,2,1,DT
2942,New,30/01/2023 13:49:53,5,1,DT
2942,In-progress,30/01/2023 18:49:53,5,1,DT
2608,New,02/02/2023 03:07:10,1,5,DT
2608,In-progress,02/02/2023 05:07:10,1,5,DT
2818,New,07/01/2023 16:15:03,1,5,DT
2818,In-progress,07/01/2023 20:15:03,1,5,DT
2883,New,22/12/2022 07:48:19,4,1,DT
2883,In-progress,22/12/2022 11:48:19,4,1,DT
2515,New,11/02/2023 00:27:11,4,3,DT
2515,In-progress,11/02/2023 02:27:11,4,3,DT
2540,New,24/12/2022 03:13:53,2,1,DT
3301,New,17/12/2022 07:50:25,1,5,DT
3301,In-progress,17/12/2022 10:50:25,1,5,DT
2644,New,25/01/2023 22:32:01,1,5,DT
2738,New,14/02/2023 11:05:43,5,1,DT
2738,In-progress,14/02/2023 15:05:43,5,1,DT
3022,New,23/01/2023 21:32:00,5,2,DT
3022,In-progress,24/01/2023 01:32:00,5,2,DT
3110,New,22/02/2023 09:32:12,3,5,DT
3110,In-progress,22/02/2023 11:32:12,3,5,DT
2766,New,30/12/2022 13:14:29,1,1,DT
2766,In-progress,30/12/2022 17:14:29,1,1,DT
3378,New,11/12/2022 09:01:51,5,3,DT
3378,In-progress,11/12/2022 11:01:51,5,3,DT
2646,New,11/02/2023 03:07:48,3,4,DT
2646,In-progress,11/02/2023 07:07:48,3,4,DT
3290,New,28/12/2022 06:19:06,2,2,DT
3290,In-progress,28/12/2022 10:19:06,2,2,DT
2910,New,09/02/2023 00:09:18,3,1,DT
2910,In-progress,09/02/2023 03:09:18,3,1,DT
2638,New,10/12/2022 12:25:51,5,3,DT
2638,In-progress,10/12/2022 17:25:51,5,3,DT
3437,New,24/02/2023 18:42:49,1,3,DT
3437,In-progress,24/02/2023 21:42:49,1,3,DT
3034,New,17/01/2023 05:34:47,4,5,DT
3034,In-progress,17/01/2023 09:34:47,4,5,DT
2839,New,04/01/2023 21:30:17,2,4,DT
2839,In-progress,05/01/2023 01:30:17,2,4,DT
2601,New,05/01/2023 23:28:24,4,5,DT
2601,In-progress,06/01/2023 01:28:24,4,5,DT
2807,New,10/01/2023 23:12:22,4,1,DT
2807,In-progress,11/01/2023 02:12:22,4,1,DT
3500,New,14/01/2023 00:31:04,2,2,DT
3500,In-progress,14/01/2023 04:31:04,2,2,DT
2875,New,04/02/2023 10:16:47,5,2,DT
2875,In-progress,04/02/2023 12:16:47,5,2,DT
3288,New,26/02/2023 18:56:29,1,3,DT
3288,In-progress,26/02/2023 22:56:29,1,3,DT
3163,New,04/02/2023 10:57:33,1,3,DT
3163,In-progress,04/02/2023 12:57:33,1,3,DT
3496,New,03/01/2023 03:54:27,2,2,DT
3496,In-progress,03/01/2023 08:54:27,2,2,DT
3152,New,11/12/2022 02:56:28,2,2,DT
3152,In-progress,11/12/2022 06:56:28,2,2,DT
2668,New,10/02/2023 23:17:03,2,2,DT
2668,In-progress,11/02/2023 04:17:03,2,2,DT
2983,New,04/12/2022 03:25:42,1,2,DT
2983,In-progress,04/12/2022 07:25:42,1,2,DT
2582,New,04/01/2023 18:40:29,1,2,DT
2582,In-progress,04/01/2023 23:40:29,1,2,DT
3265,New,05/01/2023 18:18:03,5,3,DT
2912,New,04/12/2022 11:13:31,3,3,DT
2912,In-progress,04/12/2022 13:13:31,3,3,DT
2932,New,22/12/2022 20:04:55,3,5,DT
2932,In-progress,22/12/2022 22:04:55,3,5,DT
2671,New,09/01/2023 02:55:23,1,2,DT
2671,In-progress,09/01/2023 04:55:23,1,2,DT
2508,New,02/02/2023 10:53:02,2,2,DT
2508,In-progress,02/02/2023 12:53:02,2,2,DT
3022,New,10/02/2023 07:46:46,5,5,DT
3022,In-progress,10/02/2023 11:46:46,5,5,DT
2838,New,09/01/2023 06:44:07,1,1,DT
2838,In-progress,09/01/2023 10:44:07,1,1,DT
2618,New,30/01/2023 02:05:02,5,2,DT
2618,In-progress,30/01/2023 07:05:02,5,2,DT
2718,New,10/01/2023 05:23:43,1,1,DT
2516,New,12/02/2023 09:59:17,3,1,DT
2516,In-progress,12/02/2023 13:59:17,3,1,DT
2695,New,18/02/2023 17:50:45,4,5,DT
2695,In-progress,18/02/2023 19:50:45,4,5,DT
2610,New,12/01/2023 14:09:10,3,4,DT
3060,New,02/02/2023 19:58:56,4,1,DT
3276,New,19/02/2023 02:10:44,5,3,DT
3273,New,27/12/2022 17:39:28,5,5,DT
3273,In-progress,27/12/2022 21:39:28,5,5,DT
3485,New,13/01/2023 10:16:09,3,5,DT
2704,New,03/02/2023 17:45:55,1,4,DT
2704,In-progress,03/02/2023 22:45:55,1,4,DT
2787,New,08/01/2023 17:24:16,2,1,DT
2787,In-progress,08/01/2023 21:24:16,2,1,DT
2514,New,11/01/2023 10:43:37,2,4,DT
2514,In-progress,11/01/2023 14:43:37,2,4,DT
2980,New,08/01/2023 18:14:43,5,1,DT
2980,In-progress,08/01/2023 23:14:43,5,1,DT
2895,New,13/01/2023 14:29:04,2,5,DT
2895,In-progress,13/01/2023 18:29:04,2,5,DT
3300,New,12/01/2023 02:04:57,3,2,DT
3300,In-progress,12/01/2023 05:04:57,3,2,DT
3279,New,17/12/2022 14:14:17,4,4,DT
3279,In-progress,17/12/2022 19:14:17,4,4,DT
3180,New,20/01/2023 22:56:58,2,2,DT
3180,In-progress,21/01/2023 00:56:58,2,2,DT
3388,New,31/01/2023 14:14:29,4,2,DT
3388,In-progress,31/01/2023 18:14:29,4,2,DT
3141,New,09/02/2023 12:17:59,4,2,DT
3141,In-progress,09/02/2023 17:17:59,4,2,DT
2644,New,17/02/2023 09:23:05,5,3,DT
2644,In-progress,17/02/2023 11:23:05,5,3,DT
2601,New,06/02/2023 23:31:40,1,1,DT
2601,In-progress,07/02/2023 04:31:40,1,1,DT
3219,New,26/12/2022 07:50:29,1,4,DT
3219,In-progress,26/12/2022 12:50:29,1,4,DT
2863,New,14/01/2023 01:47:13,1,5,DT
2863,In-progress,14/01/2023 05:47:13,1,5,DT
2716,New,17/02/2023 08:46:53,4,1,DT
2716,In-progress,17/02/2023 10:46:53,4,1,DT
2917,New,16/01/2023 12:32:15,4,4,DT
2917,In-progress,16/01/2023 14:32:15,4,4,DT
2959,New,26/02/2023 04:24:14,4,3,DT
2739,New,17/02/2023 05:14:35,3,1,DT
2739,In-progress,17/02/2023 10:14:35,3,1,DT
3152,New,22/01/2023 16:47:12,4,5,DT
3152,In-progress,22/01/2023 21:47:12,4,5,DT
2667,New,07/12/2022 19:34:21,3,3,DT
2667,In-progress,07/12/2022 22:34:21,3,3,DT
3162,New,29/01/2023 02:03:28,3,5,DT
3162,In-progress,29/01/2023 06:03:28,3,5,DT
3433,New,08/01/2023 02:44:27,2,4,DT
3433,In-progress,08/01/2023 06:44:27,2,4,DT
2921,New,24/02/2023 07:33:35,4,5,DT
2921,In-progress,24/02/2023 09:33:35,4,5,DT
3398,New,10/01/2023 07:55:42,1,5,DT
3398,In-progress,10/01/2023 12:55:42,1,5,DT
2899,New,05/01/2023 02:21:14,2,3,DT
2899,In-progress,05/01/2023 04:21:14,2,3,DT
2912,New,08/12/2022 04:36:42,1,3,DT
2912,In-progress,08/12/2022 09:36:42,1,3,DT
3328,New,08/02/2023 14:43:07,3,2,DT
3328,In-progress,08/02/2023 16:43:07,3,2,DT
3106,New,19/02/2023 07:05:11,5,4,DT
3106,In-progress,19/02/2023 10:05:11,5,4,DT
2613,New,16/01/2023 20:58:43,5,3,DT
2613,In-progress,16/01/2023 23:58:43,5,3,DT
2980,New,29/12/2022 08:30:36,5,4,DT
2980,In-progress,29/12/2022 11:30:36,5,4,DT
2714,New,21/01/2023 22:46:22,5,2,DT
2714,In-progress,22/01/2023 01:46:22,5,2,DT
2936,New,23/02/2023 13:20:55,4,2,DT
3049,New,15/02/2023 13:22:57,2,5,DT
3049,In-progress,15/02/2023 16:22:57,2,5,DT
2951,New,22/01/2023 15:55:27,4,1,DT
2951,In-progress,22/01/2023 17:55:27,4,1,DT
2981,New,29/01/2023 21:48:31,4,4,DT
2981,In-progress,30/01/2023 00:48:31,4,4,DT
3230,New,14/01/2023 01:28:02,1,2,DT
3230,In-progress,14/01/2023 03:28:02,1,2,DT
3272,New,17/12/2022 03:21:36,2,4,DT
3272,In-progress,17/12/2022 08:21:36,2,4,DT
3345,New,28/01/2023 11:58:25,4,2,DT
3345,In-progress,28/01/2023 14:58:25,4,2,DT
3232,New,05/12/2022 19:48:32,3,3,DT
3232,In-progress,06/12/2022 00:48:32,3,3,DT
2992,New,31/01/2023 16:11:20,3,2,DT
2992,In-progress,31/01/2023 19:11:20,3,2,DT
2881,New,04/01/2023 23:00:19,4,5,DT
2881,In-progress,05/01/2023 02:00:19,4,5,DT
3435,New,04/02/2023 17:22:09,5,2,DT
3435,In-progress,04/02/2023 22:22:09,5,2,DT
3422,New,27/12/2022 07:07:28,4,4,DT
3422,In-progress,27/12/2022 12:07:28,4,4,DT
3250,New,07/01/2023 01:53:51,5,2,DT
3250,In-progress,07/01/2023 03:53:51,5,2,DT
2718,New,11/02/2023 08:33:02,3,1,DT
2718,In-progress,11/02/2023 11:33:02,3,1,DT
3283,New,01/02/2023 04:57:42,3,3,DT
3283,In-progress,01/02/2023 06:57:42,3,3,DT
2913,New,30/01/2023 23:40:39,2,4,DT
2913,In-progress,31/01/2023 04:40:39,2,4,DT
2924,New,12/01/2023 17:16:47,4,5,DT
2924,In-progress,12/01/2023 22:16:47,4,5,DT
3243,New,22/12/2022 00:51:28,2,4,DT
3243,In-progress,22/12/2022 03:51:28,2,4,DT
3379,New,10/02/2023 07:15:57,4,2,DT
3379,In-progress,10/02/2023 09:15:57,4,2,DT
2716,New,23/01/2023 02:40:05,3,3,DT
2716,In-progress,23/01/2023 06:40:05,3,3,DT
2917,New,21/12/2022 16:24:07,5,5,DT
2917,In-progress,21/12/2022 21:24:07,5,5,DT
2829,New,15/01/2023 03:03:40,5,4,DT
2829,In-progress,15/01/2023 07:03:40,5,4,DT
3475,New,14/02/2023 06:58:33,2,1,DT
3475,In-progress,14/02/2023 08:58:33,2,1,DT
3312,New,16/01/2023 21:26:33,3,3,DT
3312,In-progress,17/01/2023 02:26:33,3,3,DT
3318,New,07/01/2023 03:02:22,2,4,DT
3318,In-progress,07/01/2023 06:02:22,2,4,DT
2999,New,25/02/2023 00:57:35,5,5,DT
2999,In-progress,25/02/2023 03:57:35,5,5,DT
3355,New,13/01/2023 21:27:13,5,1,DT
3355,In-progress,14/01/2023 00:27:13,5,1,DT
3335,New,30/01/2023 18:24:00,5,3,DT
3335,In-progress,30/01/2023 20:24:00,5,3,DT
2828,New,13/02/2023 04:26:03,1,4,DT
2828,In-progress,13/02/2023 08:26:03,1,4,DT
2658,New,21/12/2022 03:29:50,2,3,DT
2658,In-progress,21/12/2022 05:29:50,2,3,DT
2762,New,09/12/2022 11:59:30,5,3,DT
2670,New,08/01/2023 17:12:03,5,1,DT
2670,In-progress,08/01/2023 22:12:03,5,1,DT
2977,New,12/02/2023 10:38:55,3,3,DT
2977,In-progress,12/02/2023 14:38:55,3,3,DT
2904,New,04/12/2022 22:30:50,4,1,DT
2904,In-progress,05/12/2022 01:30:50,4,1,DT
2510,New,29/01/2023 18:54:32,5,1,DT
2510,In-progress,29/01/2023 23:54:32,5,1,DT
2955,New,02/01/2023 07:05:25,5,4,DT
2955,In-progress,02/01/2023 10:05:25,5,4,DT
2902,New,27/01/2023 17:35:51,2,1,DT
2902,In-progress,27/01/2023 19:35:51,2,1,DT
2539,New,07/02/2023 10:25:15,5,1,DT
2539,In-progress,07/02/2023 14:25:15,5,1,DT
2730,New,28/12/2022 16:42:30,2,3,DT
2730,In-progress,28/12/2022 19:42:30,2,3,DT
2612,New,11/12/2022 09:14:12,3,2,DT
2612,In-progress,11/12/2022 13:14:12,3,2,DT
2666,New,15/12/2022 13:22:05,4,4,DT
2666,In-progress,15/12/2022 18:22:05,4,4,DT
2956,New,25/01/2023 08:20:21,1,2,DT
2956,In-progress,25/01/2023 13:20:21,1,2,DT
3004,New,15/12/2022 01:47:49,4,3,DT
3004,In-progress,15/12/2022 03:47:49,4,3,DT
3336,New,16/02/2023 11:56:17,3,5,DT
3187,New,24/02/2023 03:41:10,1,3,DT
3187,In-progress,24/02/2023 07:41:10,1,3,DT
2944,New,05/02/2023 16:23:41,3,1,DT
2944,In-progress,05/02/2023 20:23:41,3,1,DT
3024,New,11/12/2022 12:54:41,4,4,DT
3024,In-progress,11/12/2022 14:54:41,4,4,DT
2633,New,16/02/2023 08:39:07,5,1,DT
2633,In-progress,16/02/2023 11:39:07,5,1,DT
3047,New,29/12/2022 02:03:39,1,5,DT
3047,In-progress,29/12/2022 05:03:39,1,5,DT
3113,New,25/12/2022 04:48:23,1,5,DT
3113,In-progress,25/12/2022 08:48:23,1,5,DT
3093,New,15/12/2022 07:47:32,1,3,DT
3093,In-progress,15/12/2022 11:47:32,1,3,DT
3058,New,02/01/2023 02:49:52,2,3,DT
3058,In-progress,02/01/2023 05:49:52,2,3,DT
2978,New,04/12/2022 14:41:15,1,1,DT
2978,In-progress,04/12/2022 16:41:15,1,1,DT
3216,New,25/02/2023 16:24:59,2,1,DT
3216,In-progress,25/02/2023 18:24:59,2,1,DT
3429,New,27/01/2023 22:19:10,1,5,DT
2804,New,28/12/2022 02:08:38,4,2,DT
2804,In-progress,28/12/2022 04:08:38,4,2,DT
2737,New,25/01/2023 04:17:12,1,5,DT
2737,In-progress,25/01/2023 09:17:12,1,5,DT
3226,New,29/12/2022 20:40:07,1,1,DT
3226,In-progress,29/12/2022 22:40:07,1,1,DT
3126,New,03/01/2023 03:14:06,3,4,DT
3126,In-progress,03/01/2023 05:14:06,3,4,DT
3173,New,05/12/2022 19:38:37,3,1,DT
3173,In-progress,05/12/2022 22:38:37,3,1,DT
3169,New,10/01/2023 07:56:51,1,1,DT
3169,In-progress,10/01/2023 12:56:51,1,1,DT
3242,New,25/02/2023 07:25:08,3,3,DT
3242,In-progress,25/02/2023 09:25:08,3,3,DT
3146,New,24/12/2022 18:01:35,4,5,DT
3146,In-progress,24/12/2022 20:01:35,4,5,DT
3127,New,01/02/2023 15:02:12,2,3,DT
3127,In-progress,01/02/2023 19:02:12,2,3,DT
2999,New,20/01/2023 21:24:49,3,5,DT
2999,In-progress,20/01/2023 23:24:49,3,5,DT
3280,New,21/02/2023 07:52:05,1,3,DT
3122,New,12/01/2023 04:16:13,1,5,DT
3122,In-progress,12/01/2023 06:16:13,1,5,DT
3445,New,08/02/2023 13:22:25,1,1,DT
3445,In-progress,08/02/2023 17:22:25,1,1,DT
3199,New,19/12/2022 10:25:08,5,1,DT
3199,In-progress,19/12/2022 12:25:08,5,1,DT
3419,New,02/02/2023 11:25:45,4,2,DT
3419,In-progress,02/02/2023 13:25:45,4,2,DT
3496,New,22/01/2023 09:38:59,2,1,DT
3496,In-progress,22/01/2023 11:38:59,2,1,DT
3057,New,20/02/2023 09:29:24,3,3,DT
3057,In-progress,20/02/2023 12:29:24,3,3,DT
2664,New,13/02/2023 05:20:38,4,2,DT
2664,In-progress,13/02/2023 09:20:38,4,2,DT
3456,New,25/12/2022 11:00:56,3,4,DT
2696,New,03/12/2022 06:01:03,4,3,DT
2696,In-progress,03/12/2022 08:01:03,4,3,DT
3427,New,09/02/2023 09:40:31,1,1,DT
3427,In-progress,09/02/2023 14:40:31,1,1,DT
2964,New,29/01/2023 07:02:09,3,5,DT
2964,In-progress,29/01/2023 09:02:09,3,5,DT
3450,New,08/02/2023 06:13:20,5,5,DT
3450,In-progress,08/02/2023 11:13:20,5,5,DT
3380,New,09/02/2023 10:42:58,5,1,DT
3380,In-progress,09/02/2023 15:42:58,5,1,DT
3326,New,10/01/2023 18:06:53,3,4,DT
2545,New,14/02/2023 11:48:42,5,5,DT
2545,In-progress,14/02/2023 15:48:42,5,5,DT
3224,New,06/12/2022 04:24:02,4,1,DT
3224,In-progress,06/12/2022 07:24:02,4,1,DT
3176,New,14/01/2023 23:50:22,1,5,DT
3176,In-progress,15/01/2023 03:50:22,1,5,DT
2990,New,18/02/2023 04:14:25,2,3,DT
2990,In-progress,18/02/2023 07:14:25,2,3,DT
3019,New,12/02/2023 14:54:07,3,4,DT
3019,In-progress,12/02/2023 18:54:07,3,4,DT
2579,New,12/01/2023 13:38:37,5,1,DT
2579,In-progress,12/01/2023 16:38:37,5,1,DT
3157,New,06/12/2022 03:33:30,5,3,DT
2865,New,14/02/2023 22:21:12,2,1,DT
2865,In-progress,15/02/2023 00:21:12,2,1,DT
2953,New,11/02/2023 16:09:30,4,2,DT
2685,New,05/12/2022 18:27:23,5,3,DT
2685,In-progress,05/12/2022 21:27:23,5,3,DT
3103,New,01/01/2023 11:12:21,2,3,DT
3103,In-progress,01/01/2023 13:12:21,2,3,DT
2722,New,07/02/2023 00:28:43,5,4,DT
2722,In-progress,07/02/2023 04:28:43,5,4,DT
2513,New,09/01/2023 13:32:19,1,5,DT
2513,In-progress,09/01/2023 17:32:19,1,5,DT
3361,New,16/01/2023 16:38:59,4,3,DT
3361,In-progress,16/01/2023 18:38:59,4,3,DT
3473,New,18/01/2023 01:48:54,5,5,DT
3473,In-progress,18/01/2023 05:48:54,5,5,DT
3461,New,15/02/2023 16:34:02,2,1,DT
3461,In-progress,15/02/2023 20:34:02,2,1,DT
2993,New,04/01/2023 05:33:30,2,1,DT
2993,In-progress,04/01/2023 08:33:30,2,1,DT
2670,New,12/12/2022 05:34:32,4,2,DT
2670,In-progress,12/12/2022 09:34:32,4,2,DT
2822,New,09/01/2023 02:47:18,5,1,DT
2822,In-progress,09/01/2023 05:47:18,5,1,DT
2742,New,31/12/2022 15:27:22,5,1,DT
2742,In-progress,31/12/2022 19:27:22,5,1,DT
3232,New,27/01/2023 07:17:54,5,3,DT
3232,In-progress,27/01/2023 10:17:54,5,3,DT
3408,New,08/12/2022 10:24:15,5,2,DT
3408,In-progress,08/12/2022 12:24:15,5,2,DT
2716,New,04/01/2023 13:35:47,2,3,DT
2716,In-progress,04/01/2023 18:35:47,2,3,DT
2706,New,07/12/2022 03:12:15,4,2,DT
2706,In-progress,07/12/2022 06:12:15,4,2,DT
3374,New,12/01/2023 21:15:35,5,3,DT
3374,In-progress,13/01/2023 02:15:35,5,3,DT
2568,New,27/12/2022 06:20:46,5,5,DT
2568,In-progress,27/12/2022 09:20:46,5,5,DT
3205,New,30/12/2022 04:23:59,4,1,DT
3205,In-progress,30/12/2022 09:23:59,4,1,DT
2983,New,06/02/2023 08:50:53,1,2,DT
2983,In-progress,06/02/2023 11:50:53,1,2,DT
3000,New,04/02/2023 08:02:03,5,3,DT
3000,In-progress,04/02/2023 10:02:03,5,3,DT
2768,New,30/01/2023 01:48:01,2,1,DT
2768,In-progress,30/01/2023 06:48:01,2,1,DT
3051,New,06/02/2023 03:18:07,4,3,DT
3051,In-progress,06/02/2023 05:18:07,4,3,DT
2565,New,16/02/2023 00:43:58,1,1,DT
2565,In-progress,16/02/2023 05:43:58,1,1,DT
2829,New,11/12/2022 12:03:20,5,4,DT
2829,In-progress,11/12/2022 15:03:20,5,4,DT
3161,New,15/12/2022 09:42:11,5,4,DT
3161,In-progress,15/12/2022 13:42:11,5,4,DT
2898,New,11/12/2022 03:14:27,5,1,DT
2898,In-progress,11/12/2022 06:14:27,5,1,DT
3163,New,05/02/2023 12:03:01,5,3,DT
3163,In-progress,05/02/2023 16:03:01,5,3,DT
3034,New,09/12/2022 22:22:40,5,5,DT
3034,In-progress,10/12/2022 00:22:40,5,5,DT
2886,New,13/12/2022 02:01:25,2,3,DT
2886,In-progress,13/12/2022 04:01:25,2,3,DT
2890,New,12/12/2022 09:01:07,1,1,DT
2890,In-progress,12/12/2022 12:01:07,1,1,DT
3090,New,17/01/2023 12:35:01,3,5,DT
3090,In-progress,17/01/2023 14:35:01,3,5,DT
3365,New,01/02/2023 11:56:57,3,1,DT
3365,In-progress,01/02/2023 14:56:57,3,1,DT
3100,New,25/01/2023 01:52:24,1,1,DT
3100,In-progress,25/01/2023 04:52:24,1,1,DT
2717,New,11/01/2023 08:20:33,3,2,DT
2717,In-progress,11/01/2023 10:20:33,3,2,DT
3087,New,02/01/2023 00:54:27,2,2,DT
3087,In-progress,02/01/2023 03:54:27,2,2,DT
2609,New,24/01/2023 12:25:45,4,3,DT
2609,In-progress,24/01/2023 14:25:45,4,3,DT
3383,New,12/12/2022 01:58:18,4,4,DT
3383,In-progress,12/12/2022 03:58:18,4,4,DT
3323,New,28/01/2023 00:44:57,4,1,DT
2618,New,15/01/2023 15:27:06,4,3,DT
2618,In-progress,15/01/2023 20:27:06,4,3,DT
2620,New,01/01/2023 02:10:08,5,1,DT
2620,In-progress,01/01/2023 06:10:08,5,1,DT
3123,New,02/02/2023 15:50:31,3,2,DT
3123,In-progress,02/02/2023 19:50:31,3,2,DT
3004,New,06/02/2023 15:26:59,1,4,DT
3004,In-progress,06/02/2023 18:26:59,1,4,DT
2969,New,12/12/2022 15:09:24,5,3,DT
2969,In-progress,12/12/2022 20:09:24,5,3,DT
3423,New,05/02/2023 07:09:59,1,3,DT
3423,In-progress,05/02/2023 12:09:59,1,3,DT
3017,New,10/12/2022 12:53:23,2,4,DT
3017,In-progress,10/12/2022 16:53:23,2,4,DT
3142,New,31/01/2023 21:44:43,1,4,DT
3142,In-progress,01/02/2023 02:44:43,1,4,DT
2848,New,17/12/2022 03:41:40,3,4,DT
3135,New,26/12/2022 00:20:57,5,3,DT
3135,In-progress,26/12/2022 04:20:57,5,3,DT
3368,New,31/12/2022 11:39:33,3,4,DT
2733,New,28/01/2023 06:57:40,5,5,DT
2733,In-progress,28/01/2023 08:57:40,5,5,DT
3428,New,17/01/2023 15:16:07,5,3,DT
3428,In-progress,17/01/2023 17:16:07,5,3,DT
3182,New,25/02/2023 01:14:16,3,1,DT
3182,In-progress,25/02/2023 03:14:16,3,1,DT
2815,New,20/01/2023 14:43:30,3,4,DT
2815,In-progress,20/01/2023 18:43:30,3,4,DT
3123,New,31/12/2022 06:20:26,4,4,DT
3123,In-progress,31/12/2022 08:20:26,4,4,DT
3141,New,16/01/2023 10:37:59,3,2,DT
3141,In-progress,16/01/2023 12:37:59,3,2,DT
2966,New,10/12/2022 23:45:28,3,1,DT
3299,New,05/12/2022 09:50:56,3,3,DT
3204,New,03/01/2023 21:26:34,4,4,DT
3204,In-progress,04/01/2023 01:26:34,4,4,DT
2741,New,17/12/2022 00:55:47,4,5,DT
2741,In-progress,17/12/2022 05:55:47,4,5,DT
2589,New,15/01/2023 04:01:30,5,1,DT
2589,In-progress,15/01/2023 08:01:30,5,1,DT
3155,New,17/12/2022 21:25:59,4,3,DT
3155,In-progress,17/12/2022 23:25:59,4,3,DT
3280,New,06/12/2022 07:24:28,3,2,DT
3280,In-progress,06/12/2022 09:24:28,3,2,DT
3039,New,29/01/2023 08:25:02,2,3,DT
3039,In-progress,29/01/2023 13:25:02,2,3,DT
3133,New,10/02/2023 03:17:15,5,5,DT
3192,New,26/12/2022 02:57:24,5,3,DT
3192,In-progress,26/12/2022 04:57:24,5,3,DT
3291,New,22/02/2023 03:09:14,4,4,DT
3291,In-progress,22/02/2023 06:09:14,4,4,DT
3441,New,09/12/2022 12:39:45,2,3,DT
3441,In-progress,09/12/2022 15:39:45,2,3,DT
2663,New,23/12/2022 09:16:52,4,5,DT
2663,In-progress,23/12/2022 13:16:52,4,5,DT
3061,New,09/12/2022 09:46:02,1,4,DT
3061,In-progress,09/12/2022 14:46:02,1,4,DT
2592,New,08/02/2023 18:00:31,5,3,DT
2592,In-progress,08/02/2023 22:00:31,5,3,DT
3394,New,05/02/2023 00:21:32,4,2,DT
3394,In-progress,05/02/2023 03:21:32,4,2,DT
2596,New,20/01/2023 04:06:52,2,5,DT
2596,In-progress,20/01/2023 08:06:52,2,5,DT
2580,New,18/01/2023 19:49:07,3,3,DT
2580,In-progress,19/01/2023 00:49:07,3,3,DT
3492,New,07/12/2022 15:08:59,1,3,DT
3492,In-progress,07/12/2022 19:08:59,1,3,DT
2779,New,08/12/2022 19:57:36,3,3,DT
2779,In-progress,08/12/2022 22:57:36,3,3,DT
2670,New,06/01/2023 01:06:08,1,1,DT
2670,In-progress,06/01/2023 05:06:08,1,1,DT
2734,New,30/01/2023 17:12:04,2,5,DT
2734,In-progress,30/01/2023 19:12:04,2,5,DT
2873,New,23/01/2023 03:06:20,1,4,DT
2873,In-progress,23/01/2023 06:06:20,1,4,DT
3081,New,22/01/2023 03:24:44,2,4,DT
3081,In-progress,22/01/2023 07:24:44,2,4,DT
2860,New,30/01/2023 22:58:42,3,3,DT
2860,In-progress,31/01/2023 02:58:42,3,3,DT
3426,New,21/01/2023 10:53:56,5,5,DT
3426,In-progress,21/01/2023 13:53:56,5,5,DT
3017,New,04/02/2023 23:51:13,2,2,DT
3017,In-progress,05/02/2023 04:51:13,2,2,DT
2662,New,04/12/2022 17:40:17,1,5,DT
2662,In-progress,04/12/2022 19:40:17,1,5,DT
2847,New,10/01/2023 07:49:35,1,2,DT
2847,In-progress,10/01/2023 11:49:35,1,2,DT
2543,New,26/12/2022 06:32:40,1,5,DT
2543,In-progress,26/12/2022 09:32:40,1,5,DT
3111,New,23/02/2023 23:04:30,4,5,DT
3111,In-progress,24/02/2023 04:04:30,4,5,DT
3263,New,25/02/2023 11:27:51,1,2,DT
3263,In-progress,25/02/2023 15:27:51,1,2,DT
3075,New,30/12/2022 12:31:20,2,3,DT
3075,In-progress,30/12/2022 15:31:20,2,3,DT
3284,New,17/02/2023 17:29:57,4,4,DT
3284,In-progress,17/02/2023 20:29:57,4,4,DT
3084,New,09/12/2022 10:10:03,4,3,DT
3084,In-progress,09/12/2022 15:10:03,4,3,DT
3124,New,30/12/2022 01:51:40,1,2,DT
3124,In-progress,30/12/2022 03:51:40,1,2,DT
3065,New,09/01/2023 06:55:59,4,5,DT
3065,In-progress,09/01/2023 08:55:59,4,5,DT
3442,New,17/01/2023 03:51:17,1,4,DT
3442,In-progress,17/01/2023 08:51:17,1,4,DT
3282,New,21/12/2022 22:56:41,4,2,DT
3282,In-progress,22/12/2022 02:56:41,4,2,DT
3167,New,26/01/2023 12:11:41,1,2,DT
2515,New,14/01/2023 10:00:47,4,4,DT
2515,In-progress,14/01/2023 13:00:47,4,4,DT
2837,New,03/01/2023 04:58:29,2,2,DT
2837,In-progress,03/01/2023 08:58:29,2,2,DT
2624,New,20/02/2023 00:22:03,3,2,DT
2624,In-progress,20/02/2023 05:22:03,3,2,DT
2580,New,16/02/2023 11:11:51,5,1,DT
2580,In-progress,16/02/2023 16:11:51,5,1,DT
2982,New,21/12/2022 15:30:48,1,4,DT
2982,In-progress,21/12/2022 19:30:48,1,4,DT
2523,New,06/12/2022 13:30:23,1,1,DT
2523,In-progress,06/12/2022 17:30:23,1,1,DT
3442,New,30/01/2023 01:06:43,5,3,DT
3442,In-progress,30/01/2023 05:06:43,5,3,DT
3142,New,31/12/2022 07:46:43,3,4,DT
3142,In-progress,31/12/2022 09:46:43,3,4,DT
3289,New,31/12/2022 19:27:22,4,2,DT
3289,In-progress,01/01/2023 00:27:22,4,2,DT
3483,New,07/02/2023 17:32:19,1,3,DT
3483,In-progress,07/02/2023 20:32:19,1,3,DT
2893,New,24/12/2022 11:38:35,5,4,DT
2893,In-progress,24/12/2022 15:38:35,5,4,DT
3076,New,31/12/2022 06:04:05,1,2,DT
3076,In-progress,31/12/2022 09:04:05,1,2,DT
3066,New,05/01/2023 09:43:06,2,5,DT
3066,In-progress,05/01/2023 12:43:06,2,5,DT
2978,New,31/01/2023 07:35:58,3,3,DT
