Incident Number,Status,DateTime,Priority,Weight,Owner
3174,In-progress,11/02/2023 13:13:04,2,3,ACN
3272,In-progress,21/12/2022 05:06:23,4,3,DT
2938,New,11/01/2023 02:38:07,1,1,DT
2655,In-progress,27/02/2023 06:04:57,4,1,DT
3181,New,19/12/2022 01:02:33,3,3,DT
2733,In-progress,29/12/2022 15:04:51,5,5,ACN
2599,New,27/12/2022 06:11:19,1,3,DT
2695,In-progress,12/02/2023 19:06:56,1,3,ACN
3024,In-progress,10/12/2022 08:46:25,1,4,DT
3158,In-progress,21/01/2023 10:07:42,5,4,DT
3016,New,02/12/2022 18:21:49,1,3,DT
2911,In-progress,08/01/2023 04:20:36,4,2,DT
3056,In-progress,11/02/2023 12:36:09,2,4,ACN
3476,In-progress,19/01/2023 23:45:33,4,3,DT
3201,New,12/01/2023 17:34:06,4,2,DT
3231,In-progress,10/02/2023 00:45:53,3,3,ACN
3384,In-progress,20/02/2023 07:32:31,1,3,ACN
3040,In-progress,27/12/2022 22:28:20,3,2,DT
2948,New,06/01/2023 08:35:35,3,4,DT
2909,In-progress,02/02/2023 04:05:09,3,3,DT
2984,In-progress,12/12/2022 16:31:05,1,4,DT
3272,In-progress,21/12/2022 10:06:23,4,3,ACN
2590,New,22/01/2023 05:36:22,3,5,DT
3259,In-progress,30/12/2022 18:35:10,3,3,DT
3455,New,30/12/2022 11:48:24,5,4,DT
2939,New,02/01/2023 01:56:20,2,1,DT
2991,In-progress,14/01/2023 07:06:07,5,1,DT
2778,New,07/02/2023 13:02:30,3,2,DT
3455,In-progress,30/12/2022 18:48:24,5,4,ACN
2567,New,16/01/2023 15:07:06,3,2,DT
3078,New,03/12/2022 17:24:11,3,5,DT
2835,New,16/02/2023 22:59:00,5,1,DT
2969,New,08/02/2023 13:17:55,4,4,DT
2892,In-progress,09/12/2022 10:09:24,1,4,ACN
3364,In-progress,14/01/2023 04:24:42,4,4,DT
3425,New,23/02/2023 18:42:30,1,4,DT
2686,New,01/01/2023 03:49:35,1,4,DT
3292,In-progress,08/12/2022 12:29:21,1,5,ACN
2508,New,31/12/2022 14:19:45,5,2,DT
2761,In-progress,27/01/2023 04:53:04,2,5,DT
3483,New,26/01/2023 00:17:52,4,4,DT
3474,In-progress,08/02/2023 04:23:28,2,4,DT
3080,In-progress,18/02/2023 05:14:00,4,5,DT
2872,In-progress,26/01/2023 13:20:43,1,1,DT
2987,In-progress,12/01/2023 16:38:13,5,4,ACN
3366,In-progress,09/12/2022 15:18:15,5,1,DT
2795,In-progress,06/12/2022 05:56:39,4,1,DT
3241,In-progress,20/02/2023 11:46:05,5,4,ACN
2939,New,20/02/2023 05:46:55,5,5,DT
3309,In-progress,29/01/2023 21:37:19,5,2,DT
2809,In-progress,01/01/2023 22:49:33,1,1,ACN
2911,In-progress,25/02/2023 07:20:44,3,4,DT
3346,In-progress,21/02/2023 21:04:37,1,4,ACN
3191,In-progress,13/12/2022 23:16:49,1,1,ACN
2533,In-progress,10/01/2023 06:59:58,4,1,DT
2579,New,15/02/2023 19:38:42,4,2,DT
2676,In-progress,02/12/2022 16:59:00,5,1,ACN
3071,In-progress,01/01/2023 03:33:40,3,4,DT
2925,In-progress,08/12/2022 01:31:30,5,2,ACN
3428,In-progress,15/01/2023 12:27:59,3,5,ACN
3157,In-progress,14/01/2023 22:22:17,3,5,DT
2691,In-progress,15/02/2023 01:36:17,3,3,ACN
3143,New,27/01/2023 22:22:52,2,1,DT
2509,New,19/01/2023 12:45:55,4,3,DT
2688,New,07/01/2023 17:02:59,2,2,DT
3315,In-progress,24/02/2023 04:29:10,5,2,DT
2993,In-progress,02/01/2023 20:26:12,4,5,ACN
2939,In-progress,20/02/2023 08:46:55,5,5,DT
2995,New,21/02/2023 05:53:20,5,3,DT
3421,In-progress,09/12/2022 07:00:52,5,1,ACN
3061,In-progress,01/01/2023 21:35:37,4,5,ACN
3061,In-progress,24/02/2023 01:43:01,3,3,DT
3131,New,08/01/2023 16:20:00,4,4,DT
2656,In-progress,06/01/2023 16:11:06,3,3,ACN
3016,In-progress,02/12/2022 22:21:49,1,3,DT
2794,In-progress,09/12/2022 19:05:42,1,5,DT
2674,New,29/12/2022 16:31:11,2,1,DT
3391,New,15/02/2023 19:58:57,3,1,DT
3244,In-progress,14/02/2023 10:17:12,5,2,ACN
2795,In-progress,10/02/2023 10:36:52,5,3,ACN
2820,In-progress,21/01/2023 01:24:37,5,3,DT
3160,In-progress,30/12/2022 04:39:11,2,2,DT
2948,In-progress,06/01/2023 16:35:35,3,4,ACN
3100,In-progress,19/02/2023 11:30:44,1,2,DT
3045,New,13/02/2023 02:42:42,3,2,DT
2970,In-progress,03/01/2023 23:42:49,4,3,DT
3178,In-progress,05/12/2022 03:19:24,1,1,DT
2814,In-progress,28/01/2023 05:53:58,3,5,DT
3348,New,03/02/2023 13:02:26,3,3,DT
2602,In-progress,10/01/2023 10:24:47,2,4,ACN
3383,In-progress,13/12/2022 06:34:56,3,1,ACN
3443,In-progress,04/01/2023 15:51:08,3,4,DT
3468,New,25/01/2023 14:42:18,1,3,DT
2713,New,01/12/2022 21:14:16,4,2,DT
3315,In-progress,01/12/2022 11:32:32,5,2,ACN
3244,In-progress,14/02/2023 05:17:12,5,2,DT
2760,New,14/02/2023 18:12:00,3,4,DT
2773,In-progress,01/02/2023 14:32:05,3,2,ACN
3254,In-progress,10/12/2022 03:02:51,1,2,DT
2536,New,20/02/2023 08:43:26,3,5,DT
3072,New,09/12/2022 16:36:13,3,2,DT
3157,New,12/01/2023 00:41:26,4,2,DT
2639,In-progress,26/01/2023 16:48:27,4,4,DT
3454,New,22/02/2023 09:11:13,2,4,DT
2895,In-progress,13/02/2023 01:36:39,1,3,ACN
2728,In-progress,11/02/2023 13:39:19,4,4,DT
2508,In-progress,02/01/2023 10:58:16,3,1,DT
2710,In-progress,20/01/2023 03:17:05,2,3,ACN
3384,New,20/02/2023 02:32:31,1,3,DT
2987,In-progress,24/12/2022 02:53:11,2,3,DT
2848,In-progress,28/12/2022 04:18:32,2,2,DT
2722,New,24/01/2023 17:19:43,3,2,DT
2550,New,22/12/2022 16:15:07,3,3,DT
3397,New,13/02/2023 03:55:32,3,1,DT
2554,New,23/01/2023 18:05:27,2,5,DT
2626,New,10/01/2023 00:35:08,1,4,DT
3277,New,23/02/2023 03:46:46,1,3,DT
3337,New,06/01/2023 14:24:29,1,2,DT
3165,In-progress,07/02/2023 23:51:40,4,2,DT
3399,In-progress,13/12/2022 17:08:01,5,3,ACN
3419,In-progress,06/01/2023 06:19:17,4,3,DT
3346,New,10/01/2023 21:25:30,4,1,DT
2665,In-progress,10/02/2023 17:14:42,2,4,ACN
2948,In-progress,13/02/2023 01:58:40,2,4,DT
2901,In-progress,11/12/2022 15:26:34,2,2,DT
2706,In-progress,23/02/2023 06:23:05,5,5,ACN
2728,New,01/12/2022 14:07:57,4,4,DT
3422,New,07/01/2023 00:05:18,4,4,DT
3458,In-progress,17/01/2023 09:40:14,4,3,ACN
3160,New,30/12/2022 02:39:11,2,2,DT
3340,New,06/12/2022 23:41:27,3,2,DT
2795,In-progress,10/02/2023 06:36:52,5,3,DT
2870,In-progress,26/01/2023 03:10:31,2,2,DT
3434,In-progress,19/02/2023 14:15:16,5,5,ACN
3160,In-progress,30/12/2022 06:39:11,2,2,ACN
2683,New,07/01/2023 09:35:00,5,5,DT
2759,In-progress,31/01/2023 02:43:19,1,4,DT
3125,New,26/02/2023 18:03:42,1,1,DT
2895,In-progress,12/02/2023 20:36:39,1,3,DT
2534,New,23/01/2023 07:39:07,3,1,DT
3137,New,30/01/2023 21:06:19,2,1,DT
2584,In-progress,15/02/2023 11:34:40,1,1,ACN
2658,In-progress,26/01/2023 08:23:29,1,4,ACN
2820,In-progress,21/01/2023 03:24:37,5,3,ACN
3205,New,01/12/2022 04:20:06,1,5,DT
3083,In-progress,13/02/2023 22:31:17,2,3,DT
3320,In-progress,09/01/2023 15:41:27,1,4,ACN
2997,New,24/01/2023 02:32:08,2,2,DT
3098,In-progress,14/01/2023 11:13:29,2,5,DT
2509,In-progress,03/12/2022 01:41:49,1,3,ACN
3235,In-progress,07/01/2023 07:25:52,2,4,ACN
2985,In-progress,25/02/2023 03:53:58,4,3,DT
3144,In-progress,28/12/2022 09:21:16,2,4,DT
3241,In-progress,17/01/2023 23:34:42,3,4,DT
3258,New,15/01/2023 03:04:45,5,3,DT
3007,In-progress,19/01/2023 16:38:31,2,3,ACN
2797,New,22/02/2023 21:03:20,1,3,DT
2772,In-progress,26/12/2022 16:58:19,1,3,DT
3213,In-progress,17/02/2023 04:25:50,2,1,DT
3356,In-progress,06/12/2022 18:49:57,3,1,DT
3010,New,01/01/2023 07:19:04,3,4,DT
3397,In-progress,13/02/2023 06:55:32,3,1,DT
2661,New,23/01/2023 00:44:57,2,4,DT
3061,In-progress,01/01/2023 18:35:37,4,5,DT
3474,New,08/02/2023 02:23:28,2,4,DT
3148,In-progress,24/01/2023 05:10:00,5,4,DT
3484,New,21/02/2023 19:51:09,2,4,DT
2785,In-progress,27/02/2023 20:14:50,3,3,DT
2662,New,12/02/2023 01:43:15,3,4,DT
2863,New,31/12/2022 04:28:28,1,3,DT
3233,In-progress,09/02/2023 07:12:41,3,4,ACN
3344,In-progress,10/02/2023 13:00:26,5,2,ACN
2728,In-progress,11/02/2023 16:39:19,4,4,ACN
3339,In-progress,10/12/2022 08:05:47,5,3,DT
2514,New,16/02/2023 03:10:05,3,2,DT
3430,New,07/02/2023 15:59:14,2,3,DT
3235,New,07/01/2023 00:25:52,2,4,DT
3128,New,29/01/2023 20:07:23,2,2,DT
2756,In-progress,22/01/2023 06:05:31,5,1,DT
2650,In-progress,24/12/2022 14:38:47,3,5,DT
3198,In-progress,25/01/2023 12:43:04,4,2,ACN
3191,New,12/02/2023 15:10:17,5,4,DT
3384,In-progress,20/02/2023 04:32:31,1,3,DT
2659,New,18/02/2023 00:02:10,2,1,DT
2770,In-progress,13/01/2023 05:41:53,4,4,ACN
3355,In-progress,22/02/2023 18:07:29,5,5,ACN
2762,In-progress,09/01/2023 20:52:08,3,4,DT
3460,New,12/02/2023 08:41:01,4,2,DT
2502,In-progress,12/01/2023 09:23:13,3,4,ACN
2953,In-progress,25/01/2023 19:29:53,5,2,DT
3173,New,15/12/2022 05:29:57,1,3,DT
2902,In-progress,02/01/2023 14:23:03,5,1,ACN
3321,In-progress,02/02/2023 16:39:02,1,4,DT
2937,In-progress,15/12/2022 03:15:17,5,5,DT
2880,In-progress,04/01/2023 09:21:29,4,3,ACN
3372,In-progress,08/01/2023 20:45:24,5,5,ACN
3081,In-progress,22/12/2022 02:34:14,5,1,DT
3041,In-progress,23/02/2023 06:26:47,2,1,DT
3010,In-progress,09/12/2022 01:51:25,5,2,ACN
3386,In-progress,27/02/2023 13:09:28,5,4,ACN
3142,In-progress,18/12/2022 14:29:20,2,4,ACN
3300,New,18/02/2023 08:28:14,1,3,DT
2830,New,23/01/2023 01:26:31,5,4,DT
2596,New,23/02/2023 17:48:12,2,5,DT
2721,New,17/01/2023 04:35:10,3,1,DT
3026,New,02/02/2023 23:49:14,2,4,DT
2924,In-progress,19/12/2022 18:10:55,4,5,ACN
3441,New,28/01/2023 08:10:25,5,3,DT
3441,In-progress,28/01/2023 12:10:25,5,3,DT
2999,New,01/02/2023 04:19:13,5,5,DT
3178,In-progress,05/12/2022 07:19:24,1,1,ACN
2772,In-progress,26/12/2022 20:58:19,1,3,ACN
2661,In-progress,07/12/2022 15:42:42,4,2,ACN
2808,In-progress,18/12/2022 00:14:10,2,1,ACN
3260,New,27/02/2023 00:02:02,5,2,DT
2968,New,12/01/2023 01:14:17,4,4,DT
2756,New,30/12/2022 05:38:22,5,2,DT
3484,In-progress,28/01/2023 09:40:09,1,1,ACN
2819,New,17/01/2023 02:18:44,4,1,DT
3024,In-progress,24/01/2023 04:18:55,3,1,DT
3235,In-progress,07/01/2023 05:25:52,2,4,DT
3060,In-progress,06/02/2023 08:06:56,1,1,ACN
2686,In-progress,01/01/2023 05:49:35,1,4,DT
3431,In-progress,03/01/2023 01:24:41,4,2,ACN
2659,In-progress,18/02/2023 03:02:10,2,1,DT
2534,New,12/01/2023 16:56:44,4,2,DT
3122,In-progress,20/02/2023 00:23:58,2,4,DT
2512,In-progress,07/12/2022 08:53:33,5,4,ACN
2682,In-progress,14/12/2022 15:30:01,3,2,DT
2683,In-progress,07/01/2023 14:35:00,5,5,DT
2565,In-progress,05/01/2023 03:32:02,1,2,DT
2880,In-progress,01/01/2023 17:01:06,5,4,ACN
3389,In-progress,08/02/2023 11:40:02,1,3,DT
3219,New,08/02/2023 13:18:22,5,5,DT
3325,New,26/12/2022 09:53:55,1,4,DT
3137,In-progress,26/12/2022 15:27:24,3,5,DT
2897,In-progress,21/02/2023 07:10:31,1,4,DT
3194,New,29/01/2023 09:13:41,5,4,DT
3417,In-progress,24/02/2023 05:00:02,5,3,DT
2931,New,09/01/2023 11:02:25,2,5,DT
2652,In-progress,14/12/2022 20:09:42,5,5,ACN
2931,In-progress,15/12/2022 18:31:57,5,2,DT
3231,New,09/02/2023 16:45:53,3,3,DT
2845,In-progress,07/12/2022 14:05:58,4,4,ACN
3484,In-progress,22/02/2023 00:51:09,2,4,DT
2890,In-progress,27/02/2023 11:33:56,2,1,DT
3080,New,18/02/2023 02:14:00,4,5,DT
2794,In-progress,12/12/2022 10:07:28,4,3,DT
2500,In-progress,28/01/2023 14:51:46,4,3,ACN
2830,In-progress,23/01/2023 09:26:31,5,4,ACN
2704,In-progress,19/02/2023 12:04:56,1,3,ACN
3494,New,06/01/2023 12:26:23,4,1,DT
2959,In-progress,08/12/2022 14:16:27,3,2,DT
3447,In-progress,26/12/2022 23:30:23,5,1,DT
3445,New,25/01/2023 08:42:51,1,3,DT
3233,New,07/12/2022 23:07:51,1,5,DT
2820,New,09/12/2022 13:06:12,2,5,DT
2588,New,14/12/2022 17:38:30,4,4,DT
3252,In-progress,07/12/2022 18:45:18,5,4,DT
2690,In-progress,28/01/2023 08:20:49,1,1,DT
3111,In-progress,09/12/2022 12:00:24,4,2,DT
3340,In-progress,26/02/2023 20:01:33,4,3,ACN
3143,In-progress,29/12/2022 03:18:04,3,3,DT
3300,In-progress,18/02/2023 10:28:14,1,3,DT
3260,In-progress,27/02/2023 04:02:02,5,2,ACN
3389,In-progress,08/02/2023 16:40:02,1,3,ACN
2682,In-progress,14/12/2022 18:30:01,3,2,ACN
2690,New,28/01/2023 03:20:49,1,1,DT
2823,In-progress,16/12/2022 21:49:52,1,5,DT
2539,In-progress,28/02/2023 02:22:30,3,5,ACN
2656,New,14/01/2023 17:43:01,5,4,DT
3188,In-progress,01/12/2022 12:08:56,3,3,ACN
2547,In-progress,19/12/2022 20:36:59,3,5,ACN
2867,New,25/01/2023 18:20:24,5,3,DT
2832,In-progress,13/01/2023 17:44:59,2,3,DT
3010,In-progress,01/01/2023 11:19:04,3,4,DT
2728,New,01/12/2022 02:01:49,2,3,DT
2813,In-progress,14/02/2023 19:35:24,2,3,DT
2969,In-progress,08/02/2023 20:17:55,4,4,ACN
2616,In-progress,01/02/2023 07:28:53,5,4,ACN
2964,New,21/02/2023 04:44:05,5,4,DT
2675,In-progress,07/01/2023 22:51:59,4,2,DT
3359,New,06/02/2023 14:10:03,3,3,DT
2954,New,03/02/2023 15:25:34,4,1,DT
2631,New,14/01/2023 20:37:19,2,3,DT
2701,In-progress,16/12/2022 17:14:15,4,3,ACN
3036,New,04/01/2023 16:58:42,2,2,DT
2963,New,07/12/2022 14:16:54,3,2,DT
3121,In-progress,10/02/2023 07:28:15,4,5,ACN
2987,New,24/12/2022 00:53:11,2,3,DT
3269,New,17/12/2022 10:50:59,3,2,DT
3024,In-progress,07/01/2023 22:42:29,1,1,DT
3197,In-progress,26/02/2023 05:16:17,3,5,DT
2683,In-progress,17/01/2023 18:37:41,3,5,DT
2759,New,17/02/2023 04:04:33,1,3,DT
3262,New,19/02/2023 21:55:49,4,2,DT
2957,In-progress,25/02/2023 21:28:38,3,3,ACN
3266,New,01/12/2022 12:35:48,3,5,DT
3271,New,02/02/2023 17:29:51,1,5,DT
2772,In-progress,06/12/2022 14:35:09,5,3,ACN
2565,In-progress,14/02/2023 08:42:36,5,5,ACN
3194,In-progress,29/01/2023 16:13:41,5,4,ACN
3241,In-progress,08/12/2022 18:32:43,5,5,ACN
2645,New,30/12/2022 17:41:04,1,5,DT
2982,In-progress,31/01/2023 05:56:58,1,3,ACN
3129,In-progress,07/02/2023 11:25:27,3,5,DT
3435,New,21/01/2023 15:29:47,5,4,DT
3134,New,11/12/2022 20:14:35,3,2,DT
3223,In-progress,08/01/2023 16:07:14,5,1,DT
2536,In-progress,18/02/2023 01:12:39,4,5,ACN
3345,In-progress,06/01/2023 15:40:47,5,1,DT
3340,In-progress,07/12/2022 07:41:27,3,2,ACN
3108,In-progress,16/02/2023 01:46:06,4,3,ACN
3149,New,12/01/2023 02:34:29,2,2,DT
3193,In-progress,17/12/2022 06:16:46,3,3,DT
3134,In-progress,07/12/2022 23:27:59,1,1,DT
3010,In-progress,01/01/2023 16:19:04,3,4,ACN
2622,In-progress,02/12/2022 05:41:21,5,1,ACN
2820,In-progress,09/12/2022 16:06:12,2,5,DT
2768,In-progress,19/02/2023 12:52:01,3,4,DT
3468,In-progress,13/02/2023 20:28:18,2,4,DT
3219,New,05/01/2023 07:50:26,3,4,DT
3247,In-progress,22/01/2023 18:39:15,1,5,DT
2572,New,17/01/2023 06:58:58,1,2,DT
2934,In-progress,22/01/2023 14:43:28,1,3,DT
2616,New,31/01/2023 23:28:53,5,4,DT
3032,In-progress,28/01/2023 19:21:47,2,5,ACN
2954,In-progress,17/12/2022 23:29:34,2,1,ACN
3410,In-progress,26/01/2023 16:38:19,4,2,ACN
2524,New,09/02/2023 02:03:49,3,5,DT
2568,New,21/02/2023 04:45:18,4,2,DT
3205,In-progress,01/12/2022 08:20:06,1,5,DT
3046,In-progress,19/02/2023 10:00:57,2,1,ACN
2701,In-progress,26/12/2022 12:39:11,1,5,DT
2711,New,15/01/2023 11:54:44,2,3,DT
2706,New,22/01/2023 01:58:19,4,3,DT
2759,In-progress,17/02/2023 09:04:33,1,3,ACN
2655,In-progress,27/02/2023 09:04:57,4,1,ACN
2605,In-progress,07/02/2023 16:21:56,2,3,DT
2730,In-progress,13/02/2023 19:41:45,5,1,DT
2771,New,15/02/2023 11:56:24,2,2,DT
2822,New,12/12/2022 12:57:40,3,3,DT
2697,New,06/02/2023 13:30:06,3,4,DT
2970,In-progress,04/01/2023 01:42:49,4,3,ACN
3139,In-progress,05/12/2022 15:19:07,4,1,ACN
3067,New,05/01/2023 02:59:10,5,4,DT
2885,In-progress,02/12/2022 04:02:48,2,2,ACN
2964,In-progress,12/01/2023 09:09:57,5,4,ACN
2779,New,23/02/2023 07:34:10,3,5,DT
3225,New,11/12/2022 09:34:58,2,3,DT
2897,New,21/02/2023 02:10:31,1,4,DT
2674,In-progress,30/12/2022 02:31:11,2,1,ACN
3452,In-progress,02/01/2023 08:42:18,5,4,DT
3456,In-progress,01/01/2023 14:31:54,1,3,DT
3233,New,09/02/2023 00:12:41,3,4,DT
3224,In-progress,06/02/2023 14:29:16,4,5,DT
2554,In-progress,11/12/2022 18:14:24,3,2,DT
3081,In-progress,22/12/2022 05:34:14,5,1,ACN
2575,In-progress,20/01/2023 16:48:27,4,5,DT
2772,In-progress,06/12/2022 10:35:09,5,3,DT
3097,In-progress,23/01/2023 23:38:32,4,1,DT
2672,In-progress,15/12/2022 12:07:07,2,1,DT
2870,New,26/01/2023 00:10:31,2,2,DT
3325,In-progress,17/12/2022 07:11:26,5,4,DT
3425,In-progress,23/02/2023 22:42:30,1,4,DT
3444,New,30/12/2022 04:01:20,3,4,DT
2567,In-progress,06/12/2022 06:05:35,1,2,ACN
3430,In-progress,07/02/2023 21:59:14,2,3,ACN
2691,In-progress,24/01/2023 04:38:16,5,5,DT
3300,In-progress,18/02/2023 13:28:14,1,3,ACN
2807,In-progress,04/02/2023 03:23:57,5,2,ACN
2744,New,22/01/2023 02:09:56,4,1,DT
3496,In-progress,04/12/2022 08:18:23,1,3,ACN
2518,In-progress,20/02/2023 09:54:16,2,1,DT
3273,In-progress,28/12/2022 23:52:50,5,4,ACN
2612,New,08/12/2022 21:39:30,5,1,DT
3101,New,09/12/2022 10:49:11,3,1,DT
2646,New,24/02/2023 04:02:13,4,2,DT
2963,In-progress,31/12/2022 00:41:23,2,3,ACN
3427,In-progress,21/12/2022 08:50:31,3,3,DT
3482,New,23/01/2023 23:57:54,3,5,DT
3489,In-progress,31/01/2023 02:46:18,1,1,DT
3144,New,28/12/2022 04:21:16,2,4,DT
2936,In-progress,06/12/2022 15:26:30,4,5,DT
2861,In-progress,25/12/2022 01:50:39,3,5,ACN
2518,New,20/02/2023 04:54:16,2,1,DT
2874,New,12/01/2023 11:57:43,4,2,DT
3465,New,11/01/2023 03:05:35,1,4,DT
2961,In-progress,19/02/2023 09:37:48,1,1,ACN
3191,New,13/12/2022 18:16:49,1,1,DT
3151,New,06/01/2023 07:13:18,3,3,DT
3183,New,19/12/2022 06:45:20,2,3,DT
2669,New,31/01/2023 11:15:24,2,4,DT
3036,New,15/02/2023 23:29:35,1,1,DT
2621,In-progress,26/02/2023 09:35:07,2,4,DT
2968,New,09/12/2022 13:27:06,5,1,DT
2621,In-progress,26/02/2023 13:35:07,2,4,ACN
2884,New,10/01/2023 08:14:25,1,3,DT
3416,In-progress,19/01/2023 21:02:07,3,5,ACN
2572,New,16/02/2023 00:51:43,5,5,DT
2502,In-progress,25/01/2023 06:47:20,4,4,ACN
3188,New,01/12/2022 04:08:56,3,3,DT
3078,In-progress,03/12/2022 22:24:11,3,5,DT
2716,In-progress,03/01/2023 20:16:31,4,1,ACN
3034,New,14/02/2023 15:22:08,3,3,DT
3128,In-progress,30/01/2023 01:07:23,2,2,DT
2827,New,10/12/2022 10:52:56,5,2,DT
2622,New,25/02/2023 06:43:31,3,5,DT
2882,In-progress,14/12/2022 01:09:07,1,5,DT
3345,New,27/12/2022 02:23:16,1,3,DT
3071,In-progress,12/01/2023 21:32:54,4,1,ACN
3052,In-progress,09/02/2023 15:46:52,1,1,DT
2656,New,01/02/2023 23:30:36,2,4,DT
2567,In-progress,06/01/2023 18:48:00,2,1,ACN
2779,In-progress,27/01/2023 13:19:04,5,1,ACN
2999,In-progress,01/02/2023 08:19:13,5,5,DT
2891,In-progress,24/01/2023 03:25:00,5,4,ACN
2912,In-progress,09/01/2023 05:59:52,5,1,ACN
3263,In-progress,01/12/2022 20:05:10,5,1,DT
3417,New,24/02/2023 01:00:02,5,3,DT
3438,In-progress,17/02/2023 00:02:18,5,3,ACN
2652,New,14/12/2022 14:09:42,5,5,DT
3152,New,25/12/2022 19:27:00,4,2,DT
2965,In-progress,05/01/2023 14:15:57,5,2,DT
3239,New,05/12/2022 19:42:29,3,1,DT
3059,In-progress,11/12/2022 14:51:35,5,4,DT
2909,In-progress,23/02/2023 16:05:41,3,1,ACN
3292,In-progress,08/12/2022 08:29:21,1,5,DT
2728,In-progress,01/12/2022 17:07:57,4,4,DT
3105,New,31/12/2022 12:38:34,2,1,DT
2873,New,04/12/2022 08:50:36,4,1,DT
2766,New,16/02/2023 21:35:26,5,5,DT
3130,New,20/12/2022 10:00:53,3,4,DT
2777,In-progress,11/12/2022 16:05:18,1,4,DT
2849,In-progress,08/01/2023 06:21:49,4,1,DT
3209,In-progress,12/01/2023 02:16:32,1,1,DT
3499,New,08/02/2023 14:41:13,4,2,DT
3267,New,24/12/2022 15:16:22,3,1,DT
3245,New,09/01/2023 10:43:55,5,2,DT
3265,New,14/02/2023 08:20:31,4,1,DT
2899,New,11/02/2023 02:57:31,3,3,DT
2676,In-progress,02/12/2022 13:59:00,5,1,DT
2643,In-progress,14/01/2023 08:40:22,1,5,DT
2957,In-progress,25/02/2023 17:28:38,3,3,DT
2706,In-progress,22/01/2023 07:58:19,4,3,ACN
2772,New,06/12/2022 06:35:09,5,3,DT
2939,In-progress,20/02/2023 10:46:55,5,5,ACN
2864,In-progress,11/02/2023 21:36:41,1,2,ACN
2730,In-progress,16/12/2022 02:53:53,5,1,ACN
2749,In-progress,08/02/2023 18:09:47,3,5,ACN
3339,In-progress,10/12/2022 12:05:47,5,3,ACN
2761,In-progress,27/01/2023 08:53:04,2,5,ACN
2957,New,21/02/2023 15:34:00,5,1,DT
2554,In-progress,11/12/2022 20:14:24,3,2,ACN
3472,In-progress,09/12/2022 04:33:55,4,2,DT
2778,In-progress,06/01/2023 13:10:18,5,4,ACN
3292,New,04/12/2022 11:20:08,2,2,DT
3313,In-progress,05/12/2022 21:49:25,4,3,ACN
3132,New,11/01/2023 13:37:01,2,3,DT
2891,In-progress,23/01/2023 23:25:00,5,4,DT
2945,In-progress,25/01/2023 11:18:50,5,2,DT
3353,In-progress,18/12/2022 16:22:06,1,5,ACN
2941,New,18/12/2022 08:43:18,3,1,DT
3425,In-progress,04/12/2022 10:28:12,1,5,DT
3358,In-progress,29/12/2022 03:38:41,5,5,DT
2653,New,20/01/2023 07:04:23,4,5,DT
2580,In-progress,08/01/2023 00:18:10,1,4,ACN
2954,In-progress,28/01/2023 19:29:33,4,4,ACN
2643,In-progress,14/01/2023 13:40:22,1,5,ACN
3277,New,03/02/2023 04:42:20,5,2,DT
3056,In-progress,07/12/2022 15:48:36,4,1,DT
3046,In-progress,19/02/2023 07:00:57,2,1,DT
2570,New,04/02/2023 06:32:08,2,2,DT
2852,New,04/01/2023 15:38:03,3,2,DT
3035,In-progress,25/02/2023 04:59:40,5,4,ACN
2999,New,20/01/2023 10:08:04,4,1,DT
3399,New,13/12/2022 12:08:01,5,3,DT
3174,New,13/02/2023 17:25:37,4,2,DT
2806,New,24/12/2022 02:31:35,4,2,DT
2884,In-progress,10/01/2023 13:14:25,1,3,DT
2587,In-progress,12/02/2023 14:36:56,3,5,ACN
2849,In-progress,08/01/2023 08:21:49,4,1,ACN
3454,New,04/01/2023 05:28:57,2,1,DT
3340,In-progress,07/12/2022 03:41:27,3,2,DT
2652,New,17/01/2023 13:58:54,1,5,DT
3053,In-progress,22/01/2023 20:13:02,4,5,ACN
2945,New,25/01/2023 08:18:50,5,2,DT
3112,New,02/02/2023 08:00:05,3,1,DT
3269,In-progress,08/02/2023 08:02:04,1,3,ACN
2960,New,27/02/2023 19:36:56,1,1,DT
2697,In-progress,06/02/2023 18:30:06,3,4,ACN
3472,In-progress,09/12/2022 06:33:55,4,2,ACN
3342,In-progress,06/01/2023 07:24:04,2,4,ACN
2711,New,02/02/2023 03:53:49,1,3,DT
2513,In-progress,29/01/2023 09:58:52,4,3,DT
3204,In-progress,30/01/2023 04:27:57,2,4,ACN
2746,In-progress,04/01/2023 20:06:00,1,1,ACN
2575,In-progress,20/01/2023 19:48:27,4,5,ACN
3195,New,14/02/2023 01:07:14,3,5,DT
2950,In-progress,09/02/2023 09:27:29,4,3,DT
3060,New,03/02/2023 09:05:47,2,1,DT
2556,In-progress,06/02/2023 19:55:12,2,4,ACN
2713,New,09/12/2022 16:26:18,4,5,DT
2768,New,19/02/2023 08:52:01,3,4,DT
3267,In-progress,24/12/2022 19:16:22,3,1,DT
2852,In-progress,04/01/2023 18:38:03,3,2,DT
2669,In-progress,07/01/2023 10:06:45,1,3,ACN
3263,New,09/01/2023 21:31:22,1,2,DT
3407,In-progress,02/02/2023 01:53:15,5,4,DT
3336,In-progress,04/12/2022 17:39:33,5,5,DT
3480,In-progress,11/02/2023 18:13:50,3,5,ACN
3492,New,14/12/2022 02:15:43,1,5,DT
2965,In-progress,05/01/2023 16:15:57,5,2,ACN
2962,In-progress,03/02/2023 04:41:47,5,1,ACN
